diff_median_sample,file,gnss_max,gnss_median,gnss_min,gnss_p01,gnss_p99,lidar_max,lidar_min,name,point_count,pos_cover_rate,pulse_max,pulse_min,reason,seq,size_bytes,status,total_pulses
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00120_20260510191024.h5,40223.918075364,40222.409812616,40220.91592722,40220.94598938,40223.89130665712,40241.918075364,40238.91592722,L1_cap_00120_20260510191024.h5,2295129,1.0,1488298.0,1.0,,120,264138964,OK,1488298.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00121_20260510191027.h5,40226.918615524,40225.42516488,40223.91807736,40223.950273536,40226.882919336,40244.918615524,40241.91807736,L1_cap_00121_20260510191027.h5,2205017,1.0,1486282.0,1.0,,121,247281856,OK,1486282.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00122_20260510191030.h5,40230.420429164,40228.692433484,40226.918619524,40226.950383692,40230.383868508,40248.420429164,40244.918619524,L1_cap_00122_20260510191030.h5,2574924,1.0,1735258.0,2.0,,122,290801320,OK,1735258.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00123_20260510191034.h5,40233.422257368,40231.913830844,40230.420431164,40230.446852443994,40233.389656052,40251.422257368,40248.420431164,L1_cap_00123_20260510191034.h5,2225258,1.0,1488025.0,1.0,,123,254970688,OK,1488025.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00124_20260510191037.h5,40236.423763572,40234.923631088,40233.422259368,40233.451427524,40236.393870512,40254.423763572,40251.422259368,L1_cap_00124_20260510191037.h5,2217746,1.0,1487843.0,1.0,,124,252508772,OK,1487843.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00125_20260510191040.h5,40239.425059792,40237.927524316,40236.423765572,40236.450278392,40239.394483632,40257.425059792,40254.423765572,L1_cap_00125_20260510191040.h5,2214235,1.0,1487591.0,1.0,,125,251902136,OK,1487591.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00126_20260510191043.h5,40242.427040024,40240.91663048,40239.425061792,40239.454009208,40242.401711888,40260.427040024,40257.425061792,L1_cap_00126_20260510191043.h5,2193564,1.0,1488038.0,1.0,,126,254623824,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00127_20260510191046.h5,40245.429710284,40243.847108136,40242.427044024,40242.459151876006,40245.400676448,40263.429710284,40260.427044024,L1_cap_00127_20260510191046.h5,2145385,1.0,1488039.0,1.0,,127,247377024,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00128_20260510191049.h5,40248.430474492,40246.927802992,40245.429712284,40245.461953476,40248.394792304,40266.430474492,40263.429712284,L1_cap_00128_20260510191049.h5,2143652,1.0,1486800.0,1.0,,128,248090736,OK,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00129_20260510191052.h5,40251.433030772,40249.930601252,40248.430476492,40248.458591724,40251.405477544,40269.433030772,40266.430476492,L1_cap_00129_20260510191052.h5,2097555,1.0,1486800.0,1.0,,129,236427924,OK,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00130_20260510191055.h5,40254.435041016,40252.947825564,40251.433032772,40251.466742952,40254.403806848,40272.435041016,40269.433032772,L1_cap_00130_20260510191055.h5,2111551,1.0,1486800.0,1.0,,130,239132712,OK,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00131_20260510191058.h5,40257.43817128,40255.938316768,40254.435043016,40254.460140848,40257.410681136,40275.43817128,40272.435043016,L1_cap_00131_20260510191058.h5,2107686,1.0,1486800.0,1.0,,131,236436780,OK,1486800.0
1.0,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00132_20260510191101.h5,1485561.0,750495.5,1.0,17044.0,1468081.0,1485579.0,19.0,L1_cap_00132_20260510191101.h5,2076016,0.0007610731323843362,1485561.0,1.0,GNSS_SEC_CH1 appears to contain pulse index/count values,132,227016228,REPAIR_CANDIDATE,1485561.0
1.0,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00133_20260510191104.h5,1486799.0,743644.0,1.0,13838.0,1474785.7799999998,1486817.0,19.0,L1_cap_00133_20260510191104.h5,2127123,0.0010887945831059135,1486799.0,1.0,less than 95% lidar_time_sec within POS range,133,230257008,BAD_TIME,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00134_20260510191107.h5,40266.44523814,40265.034586855996,40263.442461856,40263.475932295485,40266.41189996,40284.44523814,40281.442461856,L1_cap_00134_20260510191107.h5,1936014,1.0,1394967.0,2.0,,134,213831492,OK,1394967.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00135_20260510191110.h5,40269.44702444,40267.953243952,40266.445240136,40266.4754423,40269.422286308,40287.44702444,40284.445240136,L1_cap_00135_20260510191110.h5,2115852,1.0,1485708.0,1.0,,135,242501256,OK,1485708.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00136_20260510191113.h5,40272.44837674,40270.902804964,40269.44703044,40269.476860876,40272.415222564,40290.44837674,40287.44703044,L1_cap_00136_20260510191113.h5,2082715,1.0,1486800.0,3.0,,136,231992184,OK,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00137_20260510191116.h5,40275.45152108,40273.969665648,40272.44837874,40272.477578896,40275.42187,40293.45152108,40290.44837874,L1_cap_00137_20260510191116.h5,2120647,1.0,1486800.0,1.0,,137,234484968,OK,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00138_20260510191119.h5,40278.453797388,40276.970122974,40275.45152308,40275.480335232,40278.427550228,40296.453797388,40293.45152308,L1_cap_00138_20260510191119.h5,2201952,1.0,1486800.0,1.0,,138,250178700,OK,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00139_20260510191122.h5,40281.455093732,40279.974024252,40278.453799384,40278.484194388,40281.42653674,40299.455093732,40296.453799384,L1_cap_00139_20260510191122.h5,2285343,1.0,1486989.0,1.0,,139,268604184,OK,1486989.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00140_20260510191125.h5,40284.456026084,40282.950452492,40281.455095732,40281.48649368,40284.425471924,40302.456026084,40299.455095732,L1_cap_00140_20260510191125.h5,2314590,1.0,1487507.0,1.0,,140,277483976,OK,1487507.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00141_20260510191128.h5,40287.456762424,40286.032343052,40284.456028084,40284.483235572,40287.430386944005,40305.456762424,40302.456028084,L1_cap_00141_20260510191128.h5,2189368,1.0,1413608.0,1.0,,141,265637960,OK,1413608.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00142_20260510191131.h5,40290.458268792,40288.961262232,40287.456764424,40287.4861424,40290.431046648,40308.458268792,40305.456764424,L1_cap_00142_20260510191131.h5,2304892,1.0,1488011.0,1.0,,142,280088324,OK,1488011.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00143_20260510191134.h5,40293.46082516,40291.956355572,40290.458270792,40290.488242152,40293.430084996,40311.46082516,40308.458270792,L1_cap_00143_20260510191134.h5,2309261,1.0,1488501.0,1.0,,143,278876748,OK,1488501.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00144_20260510191137.h5,40296.462625536,40294.96665202,40293.46082716,40293.49022732,40296.430890564,40314.462625536,40311.46082716,L1_cap_00144_20260510191137.h5,2298741,1.0,1488039.0,1.0,,144,278551368,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00145_20260510191140.h5,40299.965236592,40298.265398708,40296.589286208,40296.620624916,40299.93337788,40317.965236592,40314.589286208,L1_cap_00145_20260510191140.h5,2562428,1.0,1683528.0,1.0,,145,313455528,OK,1683528.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00146_20260510191143.h5,40302.966854984,40301.466432212,40299.965238592,40299.99610919688,40302.940354404,40320.966854984,40317.965238592,L1_cap_00146_20260510191143.h5,2264423,1.0,1487983.0,1.0,,146,277622260,OK,1487983.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00147_20260510191146.h5,40305.948957284,40304.463216544,40302.966870984,40302.998371152,40305.919623088,40323.948957284,40320.966870984,L1_cap_00147_20260510191146.h5,2260203,1.0,1478414.0,1.0,,147,275081144,OK,1478414.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00148_20260510191149.h5,40308.968607724,40307.543919312,40305.948959288,40305.98263678664,40308.938695568,40326.968607724,40323.948959288,L1_cap_00148_20260510191149.h5,2165767,1.0,1414980.0,1.0,,148,260988528,OK,1414980.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00149_20260510191152.h5,40311.970576156,40310.469505332,40308.968609724,40308.995570788,40311.939803072,40329.970576156,40326.968609724,L1_cap_00149_20260510191152.h5,2281547,1.0,1488228.0,1.0,,149,275867964,OK,1488228.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00150_20260510191155.h5,40314.972768568,40313.468499728,40311.970578156,40312.002208811995,40314.9409747,40332.972768568,40329.970578156,L1_cap_00150_20260510191155.h5,2279786,1.0,1488368.0,1.0,,150,276602504,OK,1488368.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00151_20260510191158.h5,40317.973910976,40316.473388164,40314.972770568,40315.002362028,40317.942612808,40335.973910976,40332.972770568,L1_cap_00151_20260510191158.h5,2269327,1.0,1487780.0,1.0,,151,274298816,OK,1487780.0
1.0,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00152_20260510191201.h5,1488886.0,744710.0,1.0,13280.880000000001,1473346.0,1488904.0,19.0,L1_cap_00152_20260510191201.h5,2266189,0.0012885068279830146,1488886.0,1.0,GNSS_SEC_CH1 appears to contain pulse index/count values,152,269289856,REPAIR_CANDIDATE,1488886.0
1.0,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00153_20260510191204.h5,1488172.0,743348.0,1.0,14740.0,1472823.67,1488190.0,19.0,L1_cap_00153_20260510191204.h5,2264834,0.0010186177000168666,1488172.0,1.0,GNSS_SEC_CH1 appears to contain pulse index/count values,153,269499652,REPAIR_CANDIDATE,1488172.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00154_20260510191207.h5,40326.965494208,40325.473030424,40323.97892784,40324.005290768,40326.93411374,40344.965494208,40341.97892784,L1_cap_00154_20260510191207.h5,2255716,1.0,1480689.0,1.0,,154,273143748,OK,1480689.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00155_20260510191210.h5,40329.982526748,40328.549372268,40326.965496208,40326.99400806,40329.953036588,40347.982526748,40344.965496208,L1_cap_00155_20260510191210.h5,2170386,1.0,1420524.0,1.0,,155,261785280,OK,1420524.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00156_20260510191213.h5,40332.983767188,40331.409036752,40329.982528748,40330.00920112,40332.953301024,40350.983767188,40347.982528748,L1_cap_00156_20260510191213.h5,2275074,1.0,1487843.0,1.0,,156,276001868,OK,1487843.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00157_20260510191216.h5,40335.986757656,40334.488178812,40332.983769188,40333.015338128,40335.959833592,40353.986757656,40350.983769188,L1_cap_00157_20260510191216.h5,2287997,1.0,1488760.0,1.0,,157,274721104,OK,1488760.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00158_20260510191219.h5,40338.98867012,40337.48625226,40335.986759656,40336.017295091995,40338.957063448004,40356.98867012,40353.986759656,L1_cap_00158_20260510191219.h5,2282026,1.0,1488298.0,1.0,,158,275462980,OK,1488298.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00159_20260510191222.h5,40341.99086258,40340.48989974,40338.98867212,40339.018197044,40341.962646908,40359.99086258,40356.98867212,L1_cap_00159_20260510191222.h5,2283977,1.0,1488298.0,1.0,,159,276989524,OK,1488298.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00160_20260510191225.h5,40344.993461064,40343.491897192,40341.99086458,40342.021473824,40344.962558595995,40362.993461064,40359.99086458,L1_cap_00160_20260510191225.h5,2285816,1.0,1488627.0,1.0,,160,275954088,OK,1488627.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00161_20260510191228.h5,40347.995877528,40346.495815692004,40344.993463064,40345.021411976,40347.969197384,40365.995877528,40362.993463064,L1_cap_00161_20260510191228.h5,2289188,1.0,1488431.0,1.0,,161,277884140,OK,1488431.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00162_20260510191231.h5,40351.496711464,40349.631313864,40347.995879528,40348.02967252,40351.463147284,40369.496711464,40365.995879528,L1_cap_00162_20260510191231.h5,2486703,1.0,1618463.0,1.0,,162,301212356,OK,1618463.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00163_20260510191235.h5,40354.498049956,40353.003880116,40351.496713468,40351.5250572,40354.467460212,40372.498049956,40369.496713468,L1_cap_00163_20260510191235.h5,2307780,1.0,1487969.0,1.0,,163,276898160,OK,1487969.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00164_20260510191238.h5,40357.500578436,40356.000009576,40354.498051956,40354.529536124,40357.472955448,40375.500578436,40372.498051956,L1_cap_00164_20260510191238.h5,2304243,1.0,1488557.0,1.0,,164,275364860,OK,1488557.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00165_20260510191241.h5,40360.502196928,40358.999014308,40357.500580436,40357.530444456,40360.472594907995,40378.502196928,40375.500580436,L1_cap_00165_20260510191241.h5,2257594,1.0,1488158.0,1.0,,165,260501168,OK,1488158.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00166_20260510191244.h5,40363.503787436,40361.957954544,40360.502198928,40360.532357092,40363.47109126,40381.503787436,40378.502198928,L1_cap_00166_20260510191244.h5,2229456,1.0,1488123.0,1.0,,166,255843624,OK,1488123.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00167_20260510191247.h5,40366.505349924,40365.005808064,40363.503789436,40363.529177995995,40366.480973376005,40384.505349924,40381.503789436,L1_cap_00167_20260510191247.h5,2126922,1.0,1488039.0,1.0,,167,238547448,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00168_20260510191250.h5,40370.007667904,40368.24495086,40366.505351924,40366.543913752,40369.970284904,40388.007667904,40384.505351924,L1_cap_00168_20260510191250.h5,2426382,1.0,1736357.0,1.0,,168,273460364,OK,1736357.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00169_20260510191253.h5,40373.009272416,40371.516378828004,40370.007669904,40370.03634606,40372.983888935996,40391.009272416,40388.007669904,L1_cap_00169_20260510191253.h5,2118130,1.0,1487521.0,1.0,,169,242795020,OK,1487521.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00170_20260510191256.h5,40376.010876936,40374.5127863,40373.009274416,40373.0434488966,40375.985925748,40394.010876936,40391.009274416,L1_cap_00170_20260510191256.h5,2145316,1.0,1486800.0,1.0,,170,248081124,OK,1486800.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00171_20260510191259.h5,40379.013755456,40377.5101318,40376.010878936,40376.04116184,40378.981259792,40397.013755456,40394.010878936,L1_cap_00171_20260510191259.h5,2154038,1.0,1480605.0,1.0,,171,247961232,OK,1480605.0
1.0,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00172_20260510191302.h5,1487834.0,743506.5,1.0,13589.93,1472579.0,1487852.0,19.0,L1_cap_00172_20260510191302.h5,2157594,0.0014919396327575994,1487834.0,1.0,less than 95% lidar_time_sec within POS range,172,248607616,BAD_TIME,1487836.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00173_20260510191305.h5,40385.017118504,40383.51041784,40382.01539198,40382.046228088,40384.98695562,40403.017118504,40400.01539198,L1_cap_00173_20260510191305.h5,2127998,1.0,1488242.0,2.0,,173,249921536,OK,1488242.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00174_20260510191308.h5,40388.018989044,40386.513092356,40385.017120504,40385.04667432,40387.990352468,40406.018989044,40403.017120504,L1_cap_00174_20260510191308.h5,2115784,1.0,1488298.0,1.0,,174,247334884,OK,1488298.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00175_20260510191311.h5,40391.020369572,40389.519533912,40388.018991044,40388.050725212,40390.988545644,40409.020369572,40406.018991044,L1_cap_00175_20260510191311.h5,2101350,1.0,1488039.0,1.0,,175,245342304,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00176_20260510191314.h5,40393.999825204,40392.507640372,40391.020371576,40391.04762754,40393.960515172,40411.999825204,40409.020371576,L1_cap_00176_20260510191314.h5,2100192,1.0,1472240.0,1.0,,176,242584196,OK,1472240.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00177_20260510191317.h5,40397.025146656,40395.593447372,40393.999827204,40394.038480104,40396.997493836,40415.025146656,40411.999827204,L1_cap_00177_20260510191317.h5,1981596,1.0,1415470.0,1.0,,177,226542868,OK,1415470.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00178_20260510191320.h5,40400.026653204,40398.553204676,40397.025148656,40397.056433684,40399.997081395995,40418.026653204,40415.025148656,L1_cap_00178_20260510191320.h5,2062144,1.0,1483594.0,1.0,,178,234152776,OK,1483594.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00179_20260510191323.h5,40403.028369756,40401.52158806,40400.026655204,40400.049422648,40402.999915504006,40421.028369756,40418.026655204,L1_cap_00179_20260510191323.h5,2019867,1.0,1476958.0,1.0,,179,226496068,OK,1476958.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00180_20260510191326.h5,40406.029974316,40404.54298072,40403.028371756,40403.05963188664,40405.996508028,40424.029974316,40421.028371756,L1_cap_00180_20260510191326.h5,2003067,1.0,1477686.0,1.0,,180,223770768,OK,1477686.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00181_20260510191329.h5,40409.032082876,40407.552525324,40406.029976316,40406.058922312004,40409.002918716,40427.032082876,40424.029976316,L1_cap_00181_20260510191329.h5,1993193,1.0,1480584.0,1.0,,181,224730960,OK,1480584.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00182_20260510191332.h5,40412.034751444,40410.536071784,40409.032084876,40409.055410580004,40412.011617316,40430.034751444,40427.032084876,L1_cap_00182_20260510191332.h5,1994780,1.0,1483034.0,1.0,,182,221659136,OK,1483034.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00183_20260510191335.h5,40415.01081986,40413.584464592,40412.03475344,40412.072193164,40414.984228948,40433.01081986,40430.03475344,L1_cap_00183_20260510191335.h5,2037477,1.0,1470742.0,1.0,,183,232000876,OK,1470742.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00184_20260510191338.h5,40418.03749858,40416.592672204,40415.01082186,40415.054568764004,40418.01160844,40436.03749858,40433.01082186,L1_cap_00184_20260510191338.h5,1970834,1.0,1407525.0,1.0,,184,224697600,OK,1407525.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00185_20260510191341.h5,40421.040083172,40419.53199744,40418.03750058,40418.06394672,40421.006077628,40439.040083172,40436.03750058,L1_cap_00185_20260510191341.h5,2105369,1.0,1485092.0,1.0,,185,240003140,OK,1485092.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00186_20260510191344.h5,40424.042289756,40422.592952336,40421.040085172,40421.07093486,40424.012578076,40442.042289756,40439.040085172,L1_cap_00186_20260510191344.h5,2197477,1.0,1486289.0,1.0,,186,256216136,OK,1486289.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00187_20260510191347.h5,40427.04382434,40425.53771062,40424.042291756,40424.074251188,40427.01409492,40445.04382434,40442.042291756,L1_cap_00187_20260510191347.h5,2284464,1.0,1488039.0,1.0,,187,276002712,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00188_20260510191350.h5,40430.045470936,40428.548529264,40427.04382634,40427.074201644,40430.01609278,40448.045470936,40445.04382634,L1_cap_00188_20260510191350.h5,2270558,1.0,1488039.0,1.0,,188,275532696,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00189_20260510191353.h5,40433.04722952,40431.556283892,40430.045472936,40430.076513104,40433.016609352,40451.04722952,40448.045472936,L1_cap_00189_20260510191353.h5,2288959,1.0,1488298.0,1.0,,189,277796500,OK,1488298.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00190_20260510191356.h5,40436.048288116,40434.463420968,40433.04723152,40433.076065676,40436.018525952,40454.048288116,40451.04723152,L1_cap_00190_20260510191356.h5,2182344,1.0,1412201.0,1.0,,190,263548508,OK,1412201.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00191_20260510191359.h5,40439.05049472,40437.546669004,40436.048290116,40436.075568724,40439.022234107084,40457.05049472,40454.048290116,L1_cap_00191_20260510191359.h5,2269324,1.0,1488557.0,1.0,,191,275916596,OK,1488557.0
1.0,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00192_20260510191402.h5,1488438.0,744490.0,1.0,15458.96,1475308.04,1488456.0,19.0,L1_cap_00192_20260510191402.h5,2271897,0.0012808679266709715,1488438.0,1.0,GNSS_SEC_CH1 appears to contain pulse index/count values,192,271615104,REPAIR_CANDIDATE,1488438.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00193_20260510191405.h5,40445.55401064,40443.80305758,40442.052521324,40442.08878116,40445.519958816,40463.55401064,40460.052521324,L1_cap_00193_20260510191405.h5,2650283,1.0,1736161.0,1.0,,193,320883832,OK,1736161.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00194_20260510191409.h5,40448.555335232,40447.058107352,40445.55401264,40445.585256808,40448.525899076,40466.555335232,40463.55401264,L1_cap_00194_20260510191409.h5,2263694,1.0,1488039.0,1.0,,194,273778128,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00195_20260510191412.h5,40451.556603848,40450.055879946,40448.555337236,40448.5862753,40451.52538578,40469.556603848,40466.555337236,L1_cap_00195_20260510191412.h5,2275196,1.0,1488039.0,1.0,,195,273835584,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00196_20260510191415.h5,40454.558250468,40453.059493576,40451.556605848,40451.586963212,40454.528061108,40472.558250468,40469.556605848,L1_cap_00196_20260510191415.h5,2274461,1.0,1488298.0,1.0,,196,273405508,OK,1488298.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00197_20260510191418.h5,40457.560079076,40456.058204168,40454.558252468,40454.58580662,40457.529232632,40475.560079076,40472.558252468,L1_cap_00197_20260510191418.h5,2274315,1.0,1488039.0,1.0,,197,273855888,OK,1488039.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00198_20260510191421.h5,40460.561515716,40459.0621348,40457.560081076,40457.587033504,40460.530105548,40478.561515716,40475.560081076,L1_cap_00198_20260510191421.h5,2281615,1.0,1488165.0,1.0,,198,276581304,OK,1488165.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00199_20260510191424.h5,40463.562910328,40462.061073412,40460.561517716,40460.59186584,40463.5321262,40481.562910328,40478.561517716,L1_cap_00199_20260510191424.h5,2278799,1.0,1488242.0,1.0,,199,276396404,OK,1488242.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00200_20260510191427.h5,40466.563450944,40465.063104032,40463.562912328,40463.592427924,40466.536937360004,40484.563450944,40481.562912328,L1_cap_00200_20260510191427.h5,2272173,1.0,1487710.0,1.0,,200,272370316,OK,1487710.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00201_20260510191430.h5,40469.5646076,40468.069261696,40466.563452944,40466.594239368,40469.533547168,40487.5646076,40484.563452944,L1_cap_00201_20260510191430.h5,2268114,1.0,1487969.0,1.0,,201,271932644,OK,1487969.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00202_20260510191433.h5,40472.568998264,40470.956387908,40469.564609596,40469.588715208,40472.540066623995,40490.568998264,40487.564609596,L1_cap_00202_20260510191433.h5,2103975,1.0,1382864.0,1.0,,202,252073448,OK,1382864.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00203_20260510191436.h5,40475.569958876,40474.066325904,40472.56900026,40472.595717408,40475.538818704,40493.569958876,40490.56900026,L1_cap_00203_20260510191436.h5,2255751,1.0,1487969.0,1.0,,203,271688960,OK,1487969.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00204_20260510191439.h5,40478.571563468,40477.071010556,40475.569960872,40475.60031904,40478.54038618,40496.571563468,40493.569960872,L1_cap_00204_20260510191439.h5,2251557,1.0,1488298.0,1.0,,204,272345056,OK,1488298.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00205_20260510191442.h5,40481.573714108,40480.071871176,40478.571565464,40478.602962796,40481.542111936,40499.573714108,40496.571565464,L1_cap_00205_20260510191442.h5,2251259,1.0,1488501.0,1.0,,205,273795924,OK,1488501.0
2.0000006770715117e-06,0510_f3\L1-TIME_ANGE_DIST_DATA\L1_cap_00206_20260510191445.h5,40484.574982752,40483.071476804,40481.573716108,40481.602152484,40484.544542588,40502.574982752,40499.573716108,L1_cap_00206_20260510191445.h5,2241912,1.0,1488039.0,1.0,,206,272736612,OK,1488039.0
